municipality_id,rainfall,lat,lon
28007,0.35,85.05629895715836,27.98860753959165
28008,0.77,85.31475407608647,27.89407838167739
28009,0.43000000000000005,85.37499393907372,27.852651338885178
28010,0.22,85.25258916887311,27.945381890362725
28011,1.48,85.32970703,27.9562236213872
28012,0.23,85.03925800816678,27.889667672847267
28088,0.42000000000000004,85.36536953158843,27.81861934
28099,1.7699999999999998,85.43867111142775,28.023474684603705
29001,1.16,85.50734055056736,28.21228460629797
29002,0.11,85.22203916981172,28.0271839334502
29003,0.98,85.30467383,28.025136817869907
29004,7.6,85.25092170319283,28.215507751629115
29005,4.0,85.18393781183657,28.087389556140025
30001,0.27,84.76648317270907,27.756395702785376
30002,2.21,85.17982146949893,27.72971150483253
30003,0.36,84.90321716855641,27.749572773617768
30004,0.17,84.98763587651484,27.79297386306924
30005,0.99,84.92984303851176,28.086444545593466
30006,0.09,84.79193799,27.923404316525048
30007,0.71,85.04256462,28.08233533995213
30008,0.37,84.97160484321188,27.986687641086395
30009,0.21,84.91954887338466,27.918864583118705
30010,4.54,85.09120148591843,28.222137287516095
30011,0.16999999999999998,84.84534939027871,27.84255600503058
30012,0.27,85.06455382385526,27.73830659921856
30013,0.1,84.85804022717906,28.021805707723303
31001,0.59,85.39789680314975,27.3048133205242
31002,0.18,85.25281913306307,27.33247245681607
31003,4.91,85.10444058035881,27.527818596885865
31004,0.38,85.02722165,27.415928245964285
31005,9.94,85.19595016524877,27.593620979459917
31006,3.05,84.94931280640316,27.609529118362275
31007,0.5800000000000001,85.13691110095586,27.44525852713776
31008,0.47000000000000003,84.85137594066515,27.472569269092308
31009,0.38,84.83791043603183,27.59867265790922
31010,5.9399999999999995,85.08608381778276,27.651565937014706
31088,0.47000000000000003,84.77130400129026,27.495224301038267
31099,0.47000000000000003,84.70624431657369,27.49261535228162
32001,0.03,85.21874279344479,26.89057306647196
32002,0.02,85.37355231,27.04132944058876
32003,0.11,85.36820140073374,27.138914444543158
32004,0.04,85.25920735512454,26.932050089820336
32005,0.12,85.32252417831891,26.838373926538555
32006,0.0,85.36778358901175,26.94230989653578
32007,0.01,85.31651768867042,26.953848938376986
32008,0.03,85.27477365516236,26.77821123555394
32009,0.11000000000000001,85.26957646993678,27.10494347857818
32010,0.02,85.21340638922003,26.79345546154157
32011,0.04,85.25018364607087,26.995643875876254
32012,0.09,85.32942371630317,26.89094162350583
32013,0.04,85.20124712606042,26.92977975296755
32014,0.02,85.23481973643119,26.85480271264824
32015,0.05,85.20344959626658,27.02038455966807
32016,0.1,85.31520975404439,26.77783345746238
32017,0.02,85.25587344455748,26.81693883234594
32018,0.06,85.29682911823622,26.84555987519364
33001,0.04,85.14195585406047,26.94487000749616
33002,0.04,85.13617468005978,26.99655112
33003,0.08,84.90791900526808,26.98752765242654
33004,0.03,85.00473607670118,26.943768758193706
33005,0.1,85.00847869992356,27.20059416233798
33006,0.03,85.00936545445737,27.02895978138012
33007,0.04,85.09638036,27.03694689638243
33008,0.11000000000000001,85.14550472917458,27.104200147917705
33009,0.03,85.05782401357462,26.98251114082806
33010,0.16,85.13739093831417,27.23433177004676
33011,0.05,85.07525001917013,26.895965063172675
33012,0.03,84.93122651394488,27.05637786690021
33013,0.03,84.94337594,27.000259832870974
33014,0.03,84.95286652,27.047356649491327
33015,0.04,85.13553627140031,26.896083346552118
33016,0.03,85.03935500262457,26.918504483277346
33099,0.08,84.96947546896953,27.275042717018724
34001,0.16,84.82733908761777,27.08292559233036
34002,0.19,84.79418997313495,27.03569911416718
34003,0.12000000000000001,84.89386587333023,27.08273353066091
34004,0.04,84.67142158213073,27.05866374245669
34005,0.07,84.69399260554282,27.097078097723816
34006,0.03,84.72304042618987,27.13935127106743
34007,0.02,84.73228851196892,27.20024739082908
34008,0.18000000000000002,84.72645696,27.066026993073372
34009,0.18000000000000002,84.73550270922959,27.028197632216838
34010,0.03,84.88952623026042,27.171019162000707
34011,0.02,84.79020734847019,27.193245885183288
34012,0.17,84.76368630005305,27.07717182381579
34013,0.02,84.82558724572884,27.16672308960836
34014,0.4,84.63475091,27.32080132896662
34099,0.5,84.77983900861177,27.34318064337728
35001,0.18,84.38414660381048,27.65290562642195
35002,0.72,84.59124635,27.802660069250106
35003,0.54,84.58621929453848,27.709771198715103
35004,0.24000000000000002,84.57118462115554,27.60575899972084
35005,0.31,84.37118700313687,27.420633709371717
35006,0.18,84.68965914,27.649405873067355
35007,0.21,84.51393800740699,27.619150205174293
35099,0.24000000000000002,84.34118667337198,27.511549627649643
36001,4.03,84.85017549,28.120673301550237
36002,35.85,84.68152727853672,28.237071772003976
36003,0.09,84.74040772545136,28.01174187762897
36004,80.61,84.83063929,28.53375645354173
36005,55.1,84.92501983294132,28.304692279876846
36006,0.37,84.70753717808314,27.85932132309412
36007,0.29,84.59935273475529,27.98293539651213
36008,0.27,84.50616714888892,28.01032555383245
36009,0.36,84.63339354474923,27.926208766430413
36010,0.39999999999999997,84.60115961114879,28.09125351837713
36011,24.9,84.73354764503979,28.162621282410505
37001,1.03,84.38039144875125,28.21745806952135
37002,1.01,84.54612164842517,28.292736613574075
37003,0.6,84.58627435560018,28.216095548980118
37004,5.09,84.25147404887947,28.291560069220026
37005,0.14,84.26195574769147,28.14960180065943
37006,20.759999999999998,84.41625715915359,28.384473651989683
37007,0.71,84.49562846188151,28.11665621158421
37008,1.03,84.36945273750975,28.153166236846864
38001,0.51,84.48573763,27.875563073820167
38002,0.34,84.39401593188684,27.91893212189418
38003,0.38,84.39681140046156,28.054087854097983
38004,0.09,84.04291709169426,27.96557855197566
38005,0.16,84.28534337734266,28.01323574284374
38006,0.49,84.37214787759568,27.81043230882645
38007,0.73,84.05206702725545,27.89319895189567
38008,0.03,84.16593271369815,28.00044752580472
38009,1.41,84.21990413,27.898181906806183
38010,0.049999999999999996,84.06665891587102,28.064843683096345
39001,2.84,83.79795929800767,28.15657621362503
39002,1.6300000000000001,83.75731358872211,28.1023197
39003,0.2,83.77256878733077,28.039764189009222
39004,0.15,83.89736240982245,28.00954921752191
39005,0.86,83.85663045985862,27.912300493052456
39006,1.07,83.67226596043582,27.954918013088317
39007,0.1,83.95780252634988,27.983337400543263
39008,2.19,83.53424941701589,27.95077485171759
39009,2.36,83.86806364491521,28.17195730166185
39010,0.67,83.89295516487286,28.09846288899375
39011,0.34,83.76689637670988,27.984364640640063
40001,6.29,83.82525752589663,28.442430440109536
40002,11.74,83.96112203,28.436113682107724
40003,8.43,84.13723217165126,28.36606904509112
40004,1.04,83.98934305450666,28.21051762938717
40005,0.02,84.17316370374219,28.14238866247291
41001,6.46,84.25330182885988,28.517850481346336
41002,1.44,84.23058225553018,28.76946439
41003,20.41,84.41231329990231,28.589121759806208
41004,5.4399999999999995,84.02222215,28.65951063588962
42001,2.18,83.74894135826631,28.889745872998724
42002,0.01,83.94338453487164,29.035081683387272
42003,5.99,83.72619509400863,28.76166042913393
42004,0.0,83.98601839,29.20832719654449
42005,21.84,83.61471771747095,28.68101217212114
43001,7.5,83.70910618750692,28.529845671745345
43002,2.56,83.53368443775659,28.352801285535318
43003,8.17,83.34858511791874,28.62340856830465
43004,3.65,83.35341590142762,28.41940020195388
43005,3.77,83.45081289579718,28.37834
43006,15.389999999999999,83.51773779875951,28.53293180507126
43099,6.23,83.15728039927778,28.613393062413568
44001,1.3800000000000001,83.59944690996925,28.056881291511026
44002,2.07,83.61758849,28.33140649903889
44003,1.76,83.70429087,28.231628988528687
44004,1.27,83.66935396865182,28.09447975712085
44005,4.0600000000000005,83.72506627968723,28.299729521503277
44006,1.31,83.66591215199544,28.0445258997732
44007,1.3900000000000001,83.68616672754229,28.15615509268206
45001,1.4,83.24131628,28.27148079354138
45002,0.74,83.59602778346893,28.24634940887358
45003,3.14,83.47175344,28.15026650499833
45004,2.75,83.14016526682762,28.394343694183306
45005,3.9499999999999997,83.38978367405875,28.233043850851043
45006,0.64,83.58124121301033,28.157637896686108
45007,1.87,83.51216235733597,28.261931965456352
45008,3.7800000000000002,83.02058851919352,28.38268584029232
45009,2.29,83.2231454,28.43690037116348
45010,3.92,83.40177420184072,28.311926867907705
45099,1.37,83.02327610551475,28.53891935770765
46001,4.01,83.40574182492988,28.10821613596536
46002,3.75,83.347195,27.98410615
46003,0.72,83.14308177359091,28.11162346494132
46004,2.73,83.30940985993647,28.034674737559083
46005,0.72,83.21193136417112,28.15700340599818
46006,1.47,83.54234159878709,28.051366571177724
46007,0.9400000000000001,83.07301547292428,28.176081370770174
46008,0.73,83.14658990916101,28.21570488198945
46009,2.27,83.29173965867065,28.16704597537464
46010,1.0,83.25832056068192,28.06778901563545
46011,3.91,83.42153248759335,27.980683077845008
46012,3.3200000000000003,83.46822904755852,28.031461129162587
47001,3.15,83.59117461,27.88634247217044
47002,3.62,83.65637932,27.75670671126588
47003,1.9,83.89916194827347,27.77465900613652
47004,3.09,83.77372641,27.814127085843268
47005,2.16,83.33229870028964,27.851517437612152
47006,3.2,83.69258622,27.86910181632973
47007,1.89,83.88356461201091,27.85379965808959
47008,2.2,83.42985463828416,27.857590028735537
47009,3.6,83.52043362084083,27.866652993934437
47010,2.74,83.47299042731677,27.76891274794596
48001,0.11,83.79580183135704,27.55649625772168
48002,0.16999999999999998,83.67109558833118,27.46504095017989
48003,0.06,83.79069616385895,27.437713542341463
48004,0.06999999999999999,83.64900123503027,27.52687276186883
48005,0.1,83.7312303,27.506075472346858
48006,0.06999999999999999,83.66562006083525,27.617974626458413
48007,0.06,83.85717454307442,27.42275059327076
49001,0.7200000000000001,83.43310417373722,27.689110657491828
49002,0.63,83.55969352,27.65122706657828
49003,0.0,83.27563968877752,27.57994520453965
49004,0.0,83.26055978691011,27.64277679123373
49005,0.34,83.35037287050116,27.447120493916795
49006,0.1,83.26661485055327,27.47286375069806
49007,0.34,83.35123762054069,27.373402947203875
49008,0.09000000000000001,83.36247587889991,27.51492584443325
49009,0.03,83.51025730327899,27.53463178700804
49010,0.15,83.54802147221676,27.496216699202048
49011,0.94,83.30567820346135,27.71191878509594
49012,0.24,83.30437164496814,27.389672535757065
49013,0.17,83.44238189812464,27.501346601007853
49014,0.0,83.39601732390047,27.566938725804373
49015,0.0,83.36876360438013,27.62238025074319
49016,0.02,83.48636554193398,27.608376871176866
49099,0.11,83.27615597858664,27.484281158685786
50001,0.36000000000000004,83.15771438349256,27.685056406347464
50002,0.26,82.76537288309953,27.65569492135717
50003,0.15,82.99772411892708,27.68572483636648
50004,0.03,83.07233371628266,27.56399291605035
50005,0.13,82.81551842472342,27.529732680424164
50006,0.06999999999999999,82.93588280696484,27.544009269692207
50007,0.09,83.13084592668233,27.509085627097623
50008,0.35,82.85250442185169,27.693684034126697
50009,0.05,83.19324114522033,27.515393765013677
50010,0.28,83.02631087694812,27.482623043144454
51001,0.27999999999999997,83.03664825769202,27.986625982890875
51002,0.72,83.22558059121103,27.995282155542142
51003,0.47,83.09118825850723,28.065093182627788
51004,0.97,83.24466244389482,27.887154429866214
51005,0.64,83.13777427750217,27.97380234643506
51006,0.59,83.01401643742639,27.8411785
52001,0.51,82.92233306757515,27.99210348940004
52002,1.43,83.01989220689687,28.254049543151478
52003,0.9800000000000001,82.98233924261629,28.144398389642152
52004,0.5900000000000001,82.91172575,28.071972010176378
52005,0.99,82.75933537680802,28.04479323939804
52006,1.51,82.91622181039605,28.252556288426057
52007,0.52,82.85113085153598,28.125593898945237
52008,0.9299999999999999,82.82948858286704,27.94807824058305
52009,0.45999999999999996,82.69405168699343,28.134058972305272
53001,0.62,82.54995198769927,28.480861838270563
53002,0.81,82.81681721225854,28.273400505530105
53003,0.46,82.49815054852562,28.39267718320403
53004,0.6499999999999999,82.62618964074919,28.337236609214784
53005,0.5499999999999999,82.51992632,28.18710064708752
53006,0.27,82.42120637261065,28.44514816709662
53007,2.47,82.82395132486793,28.375955461674906
53008,0.62,82.70702423336832,28.24741874061428
53009,1.7,82.74179874109348,28.46372671136668
53010,0.48,82.46665979,28.296515301949363
54001,0.49,82.51382306,28.84256376131041
54002,0.57,82.50283588126366,28.704116993185227
54003,0.08,82.26230930265251,28.63582412540505
54004,0.37,82.47861116229373,28.611266483828985
54005,0.19,82.34238663144102,28.67667226017642
54006,0.17,82.42017205323258,28.56459073766825
55001,0.23,82.32716278,28.475657700957296
55002,0.17,82.05381224353096,28.489466606422223
55003,0.24,82.29127159,28.355548724394996
55004,0.12000000000000001,82.31179934479863,28.553136288933683
55005,0.17,82.17933311676322,28.467086755145772
55006,0.28,81.94944263129604,28.291399178743585
55007,0.54,82.35998258245561,28.25355153233521
55008,0.06,82.19462007998557,28.55889458778891
55009,0.19,82.16229082753361,28.381769715838708
55010,0.35000000000000003,82.23118788,28.281815065002448
56001,0.4,82.08505271891153,28.17321009613343
56002,0.52,82.66046248,27.989762397689688
56003,0.27,82.17527956786476,28.08483490658605
56004,0.18,82.60511688095758,27.7672424082232
56005,0.33,82.47694209118472,28.02333920311105
56006,0.21,82.41677142161319,27.91328555950532
56007,0.28,82.31088862,27.83876262570147
56008,0.38,82.69947514347074,27.86760089409243
56009,0.39,82.19148619005347,28.183005600357117
56010,0.38,82.30640942936148,28.11161162956308
57001,0.05,81.63863480336501,28.2387150893534
57002,0.07,81.70467082,28.03063144888017
57003,0.03,81.60289534523793,28.09079814858929
57004,0.02,81.5575857,28.12660678785606
57005,0.18,81.71918782901814,28.215861098578127
